"id","targeting_score","visual_appeal","contextual_relevance","headline_length","cta_strength","position_on_page","ad_format","age_group","gender","location","time_of_day","day_of_week","brand_familiarity","device_type","ad_frequency","market_saturation","seasonality","headline_sentiment","headline_word_count","headline_power_words","body_text_length","body_word_count","body_sentiment","headline_question","headline_numbers","body_keyword_density","body_readability_score"
2695,1,2.07773227169481,0,6,4,"In-Content","Image","25-34","Male",NA,"Afternoon","Monday",1,"Mobile",6,4,0,-0.570323372840102,4,1,41,2,2.09525253659713,0,1,0.0880644912039861,92.1412025461905
9638,14,3.09144348287005,1,46,3,"Top Banner","Text","45-54","Male","Midwest","Afternoon","Wednesday",5,"Desktop",4,2,0,-0.746170242829016,15,1,75,9,0.573485289135998,1,0,0.0650785350706428,87.2631440288387
5478,4,0.532256157202238,0,68,0,"Top Banner","Text","18-24","Male","South","Morning","Saturday",6,"Mobile",9,6,0,-0.497394793199421,7,1,17,16,1.03311697526171,1,1,0.0801031961664558,93.7055493704975
6763,4,5.55492922605065,1,26,0,"In-Content","Image","18-24","Male","South","Morning","Saturday",1,"Mobile",10,9,1,-0.903859504879235,2,0,28,4,1.41164668296007,0,0,0.0781465284829028,52.553690969944
5264,4,14.5984784203657,0,41,2,"Top Banner","Video","18-24","Female","West","Evening","Friday",3,"Desktop",4,5,1,-0.0727989313528099,8,1,12,18,1.3221194612311,0,0,0.0195163437887095,91.5359033970162
1577,2,-1.40801099652069,1,6,3,"In-Content","Image","55-64","Female","South","Evening","Monday",5,"Desktop",2,3,0,-2.38250058631653,2,0,28,0,-1.38202207546437,0,1,0.0988504872960038,90.747105027549
8474,2,0.766249869045675,0,34,2,"Top Banner","Video","25-34","Male","Midwest","Afternoon","Tuesday",3,"Mobile",6,2,0,1.06939168658604,8,1,27,15,2.34694769567936,0,1,0.0941289935517125,58.2678064354695
7961,4,-0.298753437701223,0,46,3,"In-Content","Video","25-34","Other","Midwest","Morning","Tuesday",2,"Desktop",9,3,0,0.549331205851302,10,1,60,6,0.0361229906789497,0,0,0.0281915715150535,70.2578079653904
1332,7,1.19955416245496,1,25,4,"Side Banner","Video","18-24","Female","Northeast","Evening","Thursday",3,"Mobile",10,4,0,-1.56119947059936,3,1,7,12,-0.257319705958179,0,1,0.0511121062445454,79.4860334601253
9633,2,4.65307765457344,0,50,3,"Top Banner","Video","55-64","Male","Northeast","Evening","Tuesday",8,"Mobile",4,8,1,-1.13935100123835,4,0,73,18,-0.435055507431875,0,0,0.0743438378837891,84.245253005065
7057,5,6.52269838560765,0,21,5,"In-Content","Image","18-24","Male","Northeast","Morning","Tuesday",1,"Mobile",8,3,1,1.25906313887803,5,1,36,9,-1.56981126701536,0,0,0.0704374892101623,72.4099249113351
3677,4,-0.2887912186402,0,94,3,"In-Content","Text","45-54","Female","West","Afternoon","Monday",9,"Mobile",4,1,0,0.715669810970637,5,0,73,19,-2.33017965648279,1,1,0.0270973169477657,94.4637865177356
5898,11,13.1024358058334,0,78,4,"In-Content","Text","35-44","Female","Northeast","Evening","Friday",3,"Mobile",7,7,1,-0.175006630014163,10,1,32,4,-3.39138279763554,1,0,0.0609404760389589,96.557664044667
9680,3,0.496709475539507,1,18,2,"Side Banner","Video","25-34","Female","South","Morning","Monday",1,"Mobile",2,5,0,-0.961279747847207,5,1,80,10,-0.884103030269598,0,0,0.0693974310858175,86.733196687419
5623,7,5.08111919739449,1,58,7,"Side Banner","Video","35-44",NA,NA,"Afternoon","Friday",2,"Desktop",1,4,0,-1.30250550036121,8,0,30,1,-2.30856687808592,0,1,0.0766058561415412,55.5911653325893
8410,2,6.37592011712524,0,23,2,"In-Content","Image","25-34","Male",NA,"Afternoon","Wednesday",5,"Desktop",8,1,1,-0.816679757730007,5,0,46,10,0.233228697710709,0,0,0.0210374262812547,81.542471202556
2621,4,-4.15777623089142,0,11,2,"Top Banner","Image","35-44","Female","West","Evening","Thursday",4,"Mobile",1,3,1,-2.19078894430143,2,1,34,2,-0.185692335222611,1,0,0.0580935581214726,94.3771312129684
6591,NA,NA,NA,10,NA,"Top Banner","Image","25-34","Male","Midwest","Evening","Friday",NA,"Mobile",6,NA,0,1.44887071392355,5,0,21,8,3.20594518302195,1,0,0.0358868487086147,62.9794734762982
8140,1,2.83803791512258,0,52,3,"Top Banner","Text","35-44","Female","West","Evening","Monday",1,"Desktop",2,7,1,-0.924938505348542,13,0,13,5,1.01551617555992,1,0,0.0375901795504615,74.9766330816783
4266,3,3.85945681144173,1,84,4,"Top Banner","Text","25-34","Female","South","Night","Thursday",4,"Mobile",8,2,1,0.304133228178078,8,0,200,14,-0.811573829690523,1,1,0.0698545373580419,51.922679785639
9333,6,7.19872807723231,1,26,2,"In-Content","Image","45-54","Male",NA,"Morning","Friday",5,"Mobile",8,3,1,1.79154277123386,4,0,50,7,0.277333626064489,1,1,0.0197967598354444,57.3334640357643
9563,5,4.75071504018312,0,13,4,"Top Banner","Image","25-34","Female","Northeast","Afternoon","Thursday",3,"Mobile",1,4,1,-1.74197436196932,3,1,10,5,2.65807113448949,1,1,0.0582460036501289,91.585083398968
7418,1,6.79981267092672,1,42,6,"Top Banner","Text","25-34","Male","Midwest","Afternoon","Tuesday",3,"Mobile",5,1,0,0.934421943970735,11,0,148,9,1.30839732401166,0,1,0.0246810919977725,55.2766426815651
6923,3,5.92812763314536,0,81,9,"Side Banner","Text","45-54","Male","West","Evening","Monday",14,"Mobile",1,7,1,-1.19308789546219,12,0,40,34,0.0571376072454864,1,1,0.0350931237800978,79.0205755154602
3193,3,12.4874006129674,0,45,2,"In-Content","Video","35-44","Male","Northeast","Evening","Friday",4,"Desktop",5,11,1,0.994805574062008,7,1,68,7,-0.576176244319596,1,1,0.0915007815114223,68.2940175523981
3469,3,0.313943636429923,1,30,2,"Side Banner","Image","25-34","Female","Northeast","Evening","Wednesday",4,"Desktop",7,2,1,-1.67979347771945,4,1,2,5,-1.60091286818492,1,1,0.0448849923349917,75.9836999583058
1386,1,3.5210907730363,1,7,4,"Top Banner","Image","18-24","Male","South","Afternoon","Friday",1,"Mobile",8,8,0,1.10562579801082,3,1,16,2,2.42900369853692,0,0,0.0940492603625171,79.6784943551756
3701,2,1.43014072795525,0,67,8,"Top Banner","Text","25-34","Male","South","Evening","Sunday",6,"Mobile",6,3,0,-0.708295014470321,6,1,189,14,-0.268876596696159,1,1,0.0114022678416222,66.5503332857043
1638,1,1.92929653264004,0,17,4,"Side Banner","Image","18-24","Male","Midwest","Afternoon","Sunday",1,"Mobile",8,7,1,-2.13780925002392,2,0,10,8,-1.64902588182788,0,1,0.0567429767828435,77.100957557559
4692,2,8.36964203689095,0,9,6,"Top Banner","Image","25-34","Female","South","Afternoon","Monday",3,"Mobile",5,3,1,0.625551739296235,2,1,44,0,-1.54901231349155,1,1,0.0396870899689384,92.8549823816866
9789,6,0.524877453344518,1,60,3,"In-Content","Video","18-24",NA,NA,"Evening","Friday",3,"Mobile",1,4,1,-0.699976190738726,7,1,8,18,-0.424511996827625,1,0,0.0289770881715231,93.4598020627163
6988,1,2.36482081110881,0,60,5,"Side Banner","Video","18-24","Male","Midwest","Evening","Tuesday",0,"Desktop",6,1,1,0.234034547644161,3,1,8,16,1.50151228544964,1,0,0.0435402480699122,77.1830700337887
4516,6,12.2100159027186,1,75,3,"Top Banner","Text",NA,"Female","South","Afternoon","Sunday",2,"Desktop",1,6,0,-2.02394295671285,10,0,18,18,0.196664683344533,0,1,0.0203091133059934,65.8121423097327
1256,3,0.870125668540222,1,5,3,"In-Content","Image","35-44","Female","Midwest","Afternoon","Sunday",6,"Mobile",9,2,1,-2.48150738054213,3,0,5,9,0.550882879066209,1,1,0.030328872082755,68.2446474442258
4114,1,2.48622242418649,0,91,7,"In-Content","Text",NA,"Male","South","Night","Tuesday",4,"Mobile",5,6,1,0.729608790367141,12,1,190,17,-3.47727634642285,0,1,0.063615850051865,63.7741416576318
5949,9,0.804237637281312,1,31,5,"In-Content","Text","18-24","Female","Midwest","Night","Tuesday",3,"Desktop",4,3,1,3.10400963219627,12,1,73,29,0.652798733165223,1,0,0.0225286214635707,85.052906605415
2361,3,-5.2184250968008,0,31,1,"Side Banner","Video","18-24","Female","West","Evening","Saturday",3,"Mobile",4,4,1,-3.0650032555394,4,1,70,13,-2.04609348639391,1,1,0.0209299449063838,93.9722321578301
7614,3,6.96073112809509,0,91,2,"In-Content","Text","18-24","Female","West","Morning","Monday",6,"Desktop",1,2,0,3.01004655570937,6,0,200,40,-2.53063169656494,1,1,0.0646932273847051,98.4562372905202
2670,11,10.2134800646064,1,41,6,"Side Banner","Text","45-54","Female","Midwest","Evening","Sunday",5,"Mobile",10,7,1,0.585362087741921,7,1,65,2,-1.13253168009425,1,0,0.0303104169131257,54.2499757953919
4658,4,-3.16438456736001,1,NA,3,"In-Content","Image","35-44","Female","Northeast","Morning","Wednesday",2,"Desktop",6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,7,6.62681400435946,0,13,4,"Top Banner","Image","25-34","Female","Midwest","Morning","Tuesday",1,"Mobile",6,7,0,-2.86310089564604,3,0,36,8,0.315415480390136,0,1,0.0652738093375228,67.0260357437655
4837,11,3.31362500414695,1,48,2,"Top Banner","Video","25-34","Female","Midwest","Afternoon","Tuesday",4,"Mobile",1,4,0,-1.01833968083092,6,0,49,6,0.455131716357224,1,0,0.0231824078992941,93.8035779166967
4169,3,5.48084493789312,0,26,0,"Side Banner","Video","18-24","Male","Midwest","Morning","Friday",2,"Mobile",5,1,1,-0.55187601320722,4,0,27,5,2.98469694484807,0,0,0.0258302975469269,96.762398222927
1187,4,5.70846962250897,0,9,5,"Top Banner","Image","18-24","Female","South","Morning","Wednesday",4,"Mobile",7,3,1,1.04406984143667,3,0,35,9,1.10668966246827,1,0,0.0137938721245155,76.0164784966037
4065,6,1.14038904402007,1,64,2,"In-Content","Text","25-34","Female",NA,"Evening","Wednesday",6,"Tablet",5,4,1,1.33398341453679,7,1,16,11,-3.84174770511745,0,1,0.0527248726552352,69.003414711915
8126,7,6.62868011746559,1,82,5,"Side Banner","Text","35-44","Male","West","Night","Saturday",3,"Mobile",9,9,0,1.93410759958002,14,1,112,2,-3.57366582001866,1,1,0.0787013687938452,80.2982025663368
3481,4,6.23192487409577,0,11,10,"In-Content","Image","45-54","Male","South","Evening","Friday",6,"Mobile",4,5,1,2.81203956320625,5,0,14,5,-2.29319027058194,0,1,0.0519202485075221,51.0932530858554
9426,2,-3.79071917752203,1,33,6,"Top Banner","Text","35-44","Female","Northeast","Afternoon","Monday",6,"Mobile",7,3,1,1.37311595318884,14,1,75,40,1.10906770655186,1,1,0.0801861975016072,81.6054872353561
6405,14,6.2117000757922,1,85,6,"Side Banner","Text","25-34","Female","West","Evening","Monday",1,"Mobile",6,0,1,-0.574331351801897,9,1,50,0,-3.18043033275401,0,1,0.068185538330581,81.7696070065722
9233,6,10.0211194253907,0,24,4,"Side Banner","Image","18-24","Male","Midwest","Morning","Saturday",6,"Mobile",2,4,0,2.00353226542072,3,0,0,5,3.16802160287142,1,1,0.0537107850052416,93.7977121328004
2415,3,1.97907398202544,0,99,9,"In-Content","Text","65-74","Male",NA,"Morning","Monday",6,"Mobile",2,1,1,-1.61779287117036,13,1,130,21,-1.22137528074571,1,1,0.0251571249007247,83.4690369665623
6254,4,2.21998492285398,1,NA,3,"Side Banner","Image","35-44","Male","South","Morning","Thursday",4,"Mobile",8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,2,1.52963874455599,0,20,3,"Top Banner","Image","25-34","Female",NA,"Morning","Wednesday",4,"Desktop",7,7,0,0.62973655599077,2,0,6,10,-4.03789455091936,0,1,0.073836983947549,55.8173034107313
8085,3,-4.26346044835449,1,46,4,"In-Content","Text","25-34","Female",NA,"Evening","Tuesday",6,"Tablet",3,3,0,5.69656573658817,13,0,170,40,1.31263332837602,1,1,0.0470971108810045,82.7394449152052
6109,5,1.08775751591094,0,22,4,"Side Banner","Video","35-44","Male","West","Afternoon","Monday",4,"Mobile",2,8,1,-1.59973738512929,5,1,19,18,0.403271971726761,0,0,0.0890125556779094,75.891872390639
1570,2,10.425576310262,0,8,0,"In-Content","Image","18-24","Female","South","Afternoon","Sunday",5,"Mobile",7,5,0,0.640256623602996,3,0,29,5,1.78396631358368,1,1,0.0678199884458445,86.5848588873632
7681,NA,NA,NA,NA,NA,"Side Banner","Text","18-24","Female","West","Morning","Friday",NA,"Desktop",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6247,0,2.04409373893483,1,79,5,"Top Banner","Text","25-34","Female","Northeast","Afternoon","Thursday",4,"Mobile",10,6,0,-0.632969730906958,7,0,132,18,-0.649753215723085,0,0,0.0749880216969177,75.0558036612347
7983,8,0.834147851779082,1,10,1,"Side Banner","Video","45-54","Female","West","Afternoon","Monday",6,"Mobile",8,6,0,2.99711107995109,8,0,4,1,-0.585765540615019,0,1,0.0288470027106814,95.5038133310154
5166,2,-5.1427954160199,0,NA,9,"Top Banner","Image","25-34","Female",NA,"Evening","Tuesday",6,"Mobile",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2180,4,1.17244767793244,1,33,6,"In-Content","Text","18-24","Male","Midwest","Morning","Sunday",4,"Desktop",2,2,1,1.14849797327439,11,0,128,36,0.0410149864392613,0,0,0.0860122234304436,81.8853495526128
7708,4,0.0809245877969509,1,31,1,"Side Banner","Video","25-34","Male","South","Morning","Wednesday",6,"Mobile",8,1,0,-0.56932202963107,7,0,23,7,0.75864372921602,1,0,0.0999156393297017,76.9017633167095
4327,3,12.7028945581068,1,23,3,"Top Banner","Image","25-34","Female","Midwest","Afternoon","Tuesday",6,"Mobile",1,7,1,0.903333367193307,4,1,6,0,-0.173572772180424,1,1,0.0731171088037081,88.5733843315393
2373,5,-1.72281356088965,1,35,2,"Top Banner","Text","18-24","Female","Northeast","Evening","Saturday",2,"Mobile",1,4,0,-0.173567005798367,7,1,2,38,1.16778685663673,1,0,0.0991106092673726,54.1690554004163
1673,1,8.93604660031778,0,99,4,"In-Content","Text","25-34","Male","Midwest","Afternoon","Sunday",4,"Mobile",7,4,1,0.137143085363744,5,0,46,2,-1.5021164123696,0,0,0.0593248935393058,59.2999473796226
6316,8,4.81998542540973,1,5,5,"In-Content","Image","18-24","Male","Northeast","Afternoon","Tuesday",5,"Mobile",4,4,0,-0.831199454987145,3,0,16,7,-2.30451122352458,1,1,0.068454492376186,88.5558445588686
2592,1,6.21907600032075,1,15,3,"In-Content","Image","45-54","Male",NA,"Morning","Tuesday",2,"Mobile",4,6,1,2.56269484749493,4,1,43,9,2.25759096353373,1,1,0.066357152259443,77.2378771449439
9030,3,4.44801563763534,0,40,4,"In-Content","Text","18-24","Female","Northeast","Afternoon","Tuesday",11,"Desktop",7,1,1,-1.51290887443002,8,1,53,25,1.75217845991599,1,1,0.0522724129329436,95.648083940614
6224,5,4.63694827533048,1,14,12,"Side Banner","Image","35-44","Male","South","Morning","Wednesday",2,"Mobile",6,4,0,1.9784291547469,5,1,29,3,1.2677613617916,0,1,0.0329991912841797,76.3686741585843
2480,4,6.3190236188091,0,12,8,"In-Content","Image","18-24",NA,"Northeast","Morning","Saturday",6,"Mobile",9,6,1,-1.02017080275278,3,0,39,1,0.798333729094044,0,1,0.0509779711719602,55.9291745419614
1160,3,5.40827955063843,0,90,11,"In-Content","Text","25-34","Female","Midwest","Night","Monday",5,"Mobile",3,7,0,0.825415485757635,7,0,61,1,0.943377360497678,1,1,0.0931698680878617,96.6598899103701
7831,2,3.33965405487342,1,25,9,"Side Banner","Image","25-34","Male","Midwest","Afternoon","Friday",4,"Desktop",5,3,0,-0.0287152002162963,5,0,31,3,-1.66856093302662,1,1,0.0703791129635647,92.3776030773297
4441,2,0.777668710312668,0,24,3,"Side Banner","Image","45-54","Male","South","Afternoon","Monday",16,"Desktop",1,2,1,1.60591471103116,4,0,0,2,3.33614875550127,1,1,0.0119106258475222,99.6388867497444
5350,3,6.516857765262,0,98,1,"In-Content","Text","35-44","Male","West","Night","Wednesday",2,"Mobile",1,5,0,-2.47155668601445,11,0,114,1,0.450402110404338,1,1,0.0595727564534173,78.420322376769
8149,4,6.41647378647993,1,59,8,"Side Banner","Text","45-54",NA,"Midwest","Evening","Sunday",5,"Desktop",2,2,0,-0.774120045289463,6,0,121,33,1.14994057857193,0,0,0.0233480878034607,64.925813023001
7470,8,2.07832037486026,1,21,1,"Top Banner","Image",NA,"Male","West","Afternoon","Wednesday",5,"Mobile",9,4,0,1.11011849828252,2,1,14,2,2.15772914569638,0,0,0.0987962370202877,73.4736353275366
7245,4,3.84832975513953,0,55,3,"In-Content","Video","18-24","Female","Northeast","Afternoon","Friday",7,"Mobile",3,6,0,4.39008339221496,3,1,85,20,1.76360599587255,1,1,0.0749021559092216,84.8623842117377
5519,2,2.46774855159663,0,16,10,"Side Banner","Image","25-34","Other","Midwest","Morning","Friday",4,"Mobile",3,1,0,1.36584018059144,3,0,8,10,0.774921381952753,1,1,0.0586726381420158,66.9939387822524
8296,2,8.76198474391915,0,35,1,"Side Banner","Text","18-24","Female","Northeast","Afternoon","Monday",3,"Mobile",3,2,0,-1.82550930915913,5,0,191,3,-0.67377242175913,1,0,0.0719853521557525,96.4035569224507
6465,3,3.49498333687932,1,30,3,"Side Banner","Text","45-54","Female",NA,"Evening","Thursday",5,"Mobile",1,5,0,-0.236790935758155,8,0,120,8,0.117702279075713,0,1,0.0418608954222873,76.3481510803103
9011,10,-2.36888437956643,0,29,1,"Side Banner","Image","45-54","Male","Midwest","Morning","Thursday",2,"Mobile",4,2,0,2.57212627819931,4,0,32,3,0.984723920207337,0,1,0.0533552826964296,89.5291039138101
3472,3,3.98775241393873,1,35,3,"Top Banner","Video","45-54","Female","Midwest","Morning","Monday",2,"Mobile",2,3,0,-1.74852175630666,7,1,49,5,5.73977633725828,0,0,0.0953791789268144,68.5322816483676
2548,NA,NA,NA,61,NA,"Top Banner","Text","25-34","Female","South","Night","Friday",NA,"Mobile",5,NA,1,0.232526347577024,15,0,43,4,-5.76607399236269,0,1,0.0945974653493613,76.6348517383449
8557,5,1.69537493325315,0,92,4,"Side Banner","Text","25-34","Male",NA,"Morning","Friday",5,"Mobile",1,5,1,0.306761995856711,11,0,96,13,-2.10526518627447,0,1,0.0900289443135262,69.5752705563791
9475,5,-0.745007839428377,1,48,4,"Top Banner","Video",NA,"Female","Midwest","Morning","Wednesday",3,"Mobile",8,7,1,-2.21420810385293,3,1,87,20,-1.59067911095756,0,1,0.0727796021895483,99.8870295588858
2731,3,2.70880360407355,1,NA,1,"In-Content","Video","25-34","Male","Northeast","Afternoon","Thursday",10,"Desktop",6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5913,4,4.40345760992269,0,77,3,"In-Content","Text","18-24","Male","West","Afternoon","Friday",9,"Mobile",9,6,1,-0.736132567171374,15,0,66,19,0.222873778550443,0,1,0.0130769141344354,76.050392491743
8169,5,6.13904176832759,1,80,5,"Top Banner","Text","25-34",NA,"Northeast","Night","Sunday",6,"Mobile",10,4,0,-2.22680609959912,6,0,87,40,-0.791914922576718,0,0,0.0493180503952317,78.7205084692687
7537,3,6.91917370518686,1,22,8,"In-Content","Video","25-34","Male","South","Evening","Saturday",3,"Mobile",6,3,1,-0.816966073782648,7,1,49,3,-1.0716882113027,1,1,0.0506670661200769,84.1166633879766
4003,1,7.51165782578379,0,60,2,"In-Content","Video","25-34","Other","West","Evening","Sunday",3,"Mobile",3,1,1,1.10792012812031,9,0,93,14,2.02988776425923,0,1,0.0641431098780595,74.3484263191931
8814,5,7.15749957945172,0,57,4,"Top Banner","Video","45-54","Female","Midwest","Afternoon","Wednesday",3,"Mobile",9,6,1,-1.01633760443734,10,1,70,9,4.20078913342488,1,1,0.0647721462929621,73.4104101313278
2032,3,10.1217210808143,1,10,2,"Side Banner","Video","18-24","Male","Midwest","Afternoon","Friday",7,"Mobile",6,1,0,2.39545778571485,4,0,65,17,2.917718834863,1,1,0.0740853549726307,80.8157806866802
4947,4,4.50986063572069,1,23,3,"In-Content","Text","25-34","Female","South","Morning","Friday",3,"Mobile",5,3,0,1.04334159115953,8,0,126,37,0.623256562257188,1,1,0.0175624041841365,58.4613026352599
6704,7,-2.63299814701907,0,21,9,"Side Banner","Image","18-24","Male","West","Afternoon","Tuesday",6,"Mobile",8,1,1,-0.130953854867435,2,1,8,6,1.74803233757101,0,0,0.0925100049399771,81.6937997238711
2458,6,1.98094858680085,0,37,8,"Top Banner","Video","18-24","Male","Midwest","Evening","Tuesday",7,"Mobile",2,3,1,1.21922313153173,10,1,58,8,4.21472837782349,0,1,0.0721473915898241,77.9301957110874
7967,5,2.95625101889195,1,28,8,"Side Banner","Image","18-24","Female","Northeast","Evening","Wednesday",7,"Mobile",4,2,1,2.96655436609686,3,0,25,2,-1.21921858046656,1,1,0.0452276542177424,78.2205823925324
4095,4,5.48747385075256,1,47,1,"In-Content","Video","25-34","Female","South","Morning","Thursday",5,"Desktop",5,2,0,2.41505333201721,8,0,31,0,-0.338857406445613,1,0,0.0985983009333722,65.84764883155
7609,1,0.370952297241953,1,29,4,"Side Banner","Image","45-54","Male","South","Afternoon","Friday",2,"Mobile",10,3,0,-0.94531031964853,4,1,50,7,-4.72326450200049,0,0,0.092793240994215,53.560848988127
9532,1,4.24279760200731,1,13,6,"Side Banner","Image","35-44","Male","South","Morning","Sunday",8,"Desktop",2,4,1,1.43835796415351,4,1,38,4,2.67036083076945,0,0,0.0154995758202858,71.4486567070708
9367,4,1.70522864313888,0,20,1,"Side Banner","Image","25-34","Female","Midwest","Afternoon","Tuesday",2,"Mobile",8,1,0,1.03959762256175,2,1,34,10,2.7109387204557,1,1,0.0310469757951796,69.9467156198807
8756,3,3.52959670254179,0,86,6,"Top Banner","Text","25-34","Male","Northeast","Morning","Friday",4,"Mobile",8,1,0,2.14701701325735,7,0,61,33,-0.945124092809691,1,0,0.0394303265004419,54.8741766484454
6573,5,2.1059382363266,0,7,3,"Side Banner","Image","45-54","Female","South","Evening","Friday",7,"Desktop",4,2,1,-1.94819507844196,4,0,27,8,3.31514140635533,1,1,0.0625628765462898,92.1003896044567
3249,2,-2.7221489375528,0,26,1,"Side Banner","Image","45-54","Female","Northeast","Evening","Friday",3,"Mobile",3,1,0,-0.106097401103663,2,0,39,1,3.22936190911648,1,0,0.0990643363632262,50.4471629392356
1422,1,3.92801726343692,1,33,4,"In-Content","Text","18-24","Male","South","Afternoon","Tuesday",3,"Tablet",8,1,0,1.18906125424688,8,1,48,17,1.87361274116277,1,1,0.0373358039814048,74.5748755056411
2643,1,-0.97772226953251,0,65,2,"In-Content","Text","25-34",NA,"West","Morning","Thursday",9,"Mobile",7,7,0,1.16721759368615,13,1,107,7,-2.21619700017776,0,1,0.0285164169711061,59.338253189344
6555,1,4.83233239898198,0,93,7,"Side Banner","Text","45-54","Female","South","Morning","Saturday",0,"Desktop",2,3,1,-1.04372064233269,14,1,65,0,-3.35786109060078,0,1,0.0350835159397684,69.829909177497
4367,8,-0.150220802707958,1,21,3,"Side Banner","Video","45-54",NA,"West","Afternoon","Saturday",6,"Desktop",9,2,1,-1.26094323434873,7,1,74,17,0.685866426015126,1,0,0.0386533836089075,87.102459045127
