"id","targeting_score","visual_appeal","contextual_relevance","headline_length","cta_strength","position_on_page","ad_format","age_group","gender","location","time_of_day","day_of_week","brand_familiarity","device_type","ad_frequency","market_saturation","seasonality","headline_sentiment","headline_word_count","headline_power_words","body_text_length","body_word_count","body_sentiment","headline_question","headline_numbers","body_keyword_density","body_readability_score","CTR"
9708,4,4.0266040781728,0,96,1,"Top Banner","Text","35-44","Female","Northeast","Morning","Monday",3,"Mobile",5,2,0,0.055949641618185,12,1,121,11,-2.64199700915252,0,1,0.0401010946929455,79.047374415677,0
3500,2,5.90537590886605,0,81,2,"In-Content","Text","25-34","Male",NA,"Afternoon","Friday",5,"Mobile",4,1,1,-0.23835262863744,13,1,185,16,0.144457796281373,0,0,0.0434213763801381,78.5912523395382,0.00851498463067219
5462,2,-0.131578581014643,1,78,4,"Top Banner","Text","25-34","Male","West","Afternoon","Sunday",2,"Mobile",9,2,0,0.482698845926038,5,0,58,10,0.37718059042248,1,0,0.0663024178869091,51.7316298210062,0
9943,6,3.28043812511851,1,97,2,"In-Content","Text","18-24","Male","Midwest","Evening","Friday",2,"Mobile",5,3,0,0.719632829799907,6,1,84,36,0.19247855908088,0,0,0.0302521876222454,95.9308292367496,0
4569,1,5.83990229829906,1,82,2,"In-Content","Text","35-44","Male","Northeast","Afternoon","Sunday",7,"Mobile",7,2,1,-2.32277918606558,15,0,19,19,-1.60641083228917,1,1,0.0524874120182358,52.0773066789843,0.00816516738953867
6127,6,1.54536718892392,1,84,2,"Side Banner","Text","18-24","Female","South","Night","Sunday",1,"Desktop",10,2,0,2.32793202380009,15,1,133,0,-0.399271795606935,1,0,0.0988799836323597,84.1903265332803,0.0119233457611387
7111,3,1.81195163977991,1,79,5,"In-Content","Text","45-54","Female","South","Afternoon","Monday",7,"Mobile",9,2,1,-2.24334376617059,12,0,46,23,-0.0424503760130299,1,0,0.0987580877519213,56.8216258427128,0.00390734131433343
7047,1,3.04561278474143,1,86,0,"In-Content","Text","18-24","Female",NA,"Morning","Friday",4,"Mobile",10,5,0,2.22578773277631,10,0,164,30,0.00377398180187677,0,1,0.033755925281439,58.7624792009592,0
8727,2,-3.80164924365605,0,41,2,"Side Banner","Video","55-64","Male","Northeast","Afternoon","Thursday",3,"Desktop",4,1,1,-0.932320826955567,6,1,34,0,2.37003956568942,0,0,0.0443097976199351,94.8146976763383,0
7208,3,5.35148298512355,0,67,3,"In-Content","Text","18-24","Male","South","Afternoon","Friday",5,"Desktop",8,6,0,-0.631423921580783,9,1,17,18,1.6032043047258,1,1,0.0451382460072637,72.0321771106683,0.00930768374635245
6302,3,5.86618124371783,1,99,2,"In-Content","Text","35-44","Female","West","Evening","Friday",3,"Mobile",4,6,0,-2.56560918373213,6,1,49,23,-1.67236088805763,1,0,0.01944834000431,96.9657932990231,0
1168,3,3.18645836017608,0,95,7,"Top Banner","Text","18-24","Male","South","Afternoon","Sunday",3,"Mobile",5,2,1,-0.330494957901571,9,1,49,38,3.44976138480937,0,0,0.0218413767963648,50.8549304911867,0
8871,2,5.1760869233556,1,90,11,"Side Banner","Text","35-44","Female","Northeast","Night","Wednesday",2,"Desktop",6,6,1,1.42342043102335,5,0,44,9,1.90088779378477,0,1,0.0699626699229702,94.2329240613617,0
3168,3,-0.557596492664822,1,90,1,"In-Content","Text","18-24","Male","South","Afternoon","Thursday",2,"Mobile",1,3,1,-0.0426169734345135,9,0,90,11,-0.473334525720329,0,0,0.0484351256932132,93.8755496055819,0
3438,2,-0.412775247035727,1,99,3,"Side Banner","Text","35-44","Female","West","Night","Wednesday",0,"Mobile",2,2,1,-2.22927988417151,6,0,147,28,1.20368951653452,0,1,0.0866219682036899,60.1616757339798,0
8619,2,-3.66398752817274,0,99,4,"Top Banner","Text","35-44","Male","West","Afternoon","Monday",2,"Mobile",10,9,0,0.179486711382244,8,0,77,28,4.12834552515171,0,0,0.0417325037135743,57.6522312243469,0
8001,4,1.00735144956271,0,11,2,"Side Banner","Image","25-34","Female","South","Morning","Wednesday",6,"Mobile",10,3,1,0.0904565193059956,4,1,42,9,1.36744572921332,0,0,0.0981305940682069,77.5089196395129,0
2515,2,4.13169083423995,0,76,5,"In-Content","Text","45-54","Female","South","Evening","Saturday",3,"Desktop",4,2,1,-0.380236256479404,7,1,5,6,-3.62620240909301,1,1,0.0705001450469717,60.1764007587917,0
7488,1,2.82836738865749,1,NA,2,"Top Banner","Text","35-44","Male","Northeast","Afternoon","Wednesday",1,"Mobile",5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6992,1,-2.48229549106383,1,5,2,"Side Banner","Image","25-34","Male","South","Morning","Friday",1,"Mobile",5,1,1,-2.68582283841253,5,0,15,6,0.752200759983684,0,0,0.0496629034751095,71.9275794690475,0.0018723126681647
8660,1,-0.865150305001319,0,86,4,"Top Banner","Text","25-34","Male","Northeast","Morning","Wednesday",2,"Mobile",4,9,0,3.95405388979063,14,0,101,24,-0.452200831817811,1,1,0.0128945474745706,94.4259868352674,0
1678,1,5.59221469501815,0,87,6,"In-Content","Text","45-54","Female","South","Night","Friday",1,"Desktop",7,4,0,0.996605567182942,11,0,81,11,0.935963864114845,1,0,0.0696977537544444,50.79724942334,0
8513,1,4.73044202618685,1,84,1,"Side Banner","Text","45-54","Female","South","Afternoon","Thursday",19,"Desktop",10,8,1,-1.00725024792342,9,0,5,39,1.12982654106667,1,1,0.0345378076913767,75.2770116669126,0
6677,4,1.66265762281568,0,8,4,"In-Content","Image","35-44","Male","Northeast","Morning","Monday",1,"Mobile",7,2,0,2.18986221433114,2,0,3,6,-2.68533164588135,1,0,0.0545697690011002,61.6813495522365,0.0140746592632649
8027,4,-1.58520883359288,0,74,6,"Side Banner","Text","35-44","Female","Midwest","Afternoon","Saturday",1,"Desktop",10,4,1,-2.0980236825619,10,0,181,21,-3.29092773992486,0,1,0.0395292967651039,53.2120529911481,0
2130,1,-0.538619984070932,1,99,1,"Side Banner","Text","25-34","Female","West","Afternoon","Sunday",3,"Desktop",10,5,1,1.19950468178307,14,0,132,21,1.73848292533232,0,1,0.0432751024886966,52.7605091454461,0
1565,4,2.70836851742252,0,98,8,"Top Banner","Text","25-34","Female","South","Afternoon","Friday",5,"Mobile",4,1,0,0.916475127123964,13,0,96,12,4.63795547053606,1,1,0.0716683477815241,94.374972069636,0
6128,6,5.79332179372147,0,NA,3,"Side Banner","Text","45-54","Female","Midwest","Afternoon","Monday",3,"Desktop",3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1856,3,-4.30004668983193,0,12,6,"In-Content","Image","18-24","Female","West","Morning","Wednesday",2,"Desktop",5,1,0,-0.755898326139523,4,1,14,4,-0.295375317107277,1,1,0.0316829580627382,57.6237149653025,0.00381934196997574
3691,5,0.501543511115189,1,93,4,"Side Banner","Text","55-64","Other","South","Night","Saturday",4,"Mobile",8,8,0,-2.21533098202608,8,0,145,18,-4.24905656979677,1,1,0.0101961859036237,95.9684869507328,0
5904,2,-2.56200110093985,0,82,4,"Top Banner","Text","25-34","Female","South","Afternoon","Monday",1,"Mobile",10,1,1,-1.24819594743403,8,0,178,2,-1.16490541854369,1,1,0.0934630321082659,55.7371639413759,0
3921,NA,NA,NA,92,NA,"Top Banner","Text","55-64","Female","South","Evening","Friday",NA,"Mobile",3,NA,0,-4.09380074164803,11,0,53,21,0.733308042389149,0,1,0.0876522317598574,90.8020906033926,0.0040114574858914
2786,2,5.53561646850946,0,95,4,"Side Banner","Text","25-34","Female","Northeast","Morning","Wednesday",5,"Desktop",5,7,1,-0.556499170850852,10,0,95,27,-2.3543518143557,1,0,0.0489670285279863,66.9895279454067,0
8984,2,-2.04576000272642,0,NA,0,"Side Banner","Image","18-24","Male","South","Afternoon","Sunday",0,"Mobile",8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8089,5,7.25010910647182,0,NA,2,"Top Banner","Text","25-34","Female","South","Morning","Monday",4,"Mobile",6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2113,0,1.32368349896902,1,48,1,"Top Banner","Video",NA,"Female","Midwest","Morning","Thursday",2,"Mobile",3,2,0,1.7948462196723,5,1,22,0,1.17853984690448,1,1,0.0527984790923074,73.3665524865501,0.0107094747018042
1123,3,5.42363939602687,0,79,2,"In-Content","Text","18-24","Female","South","Afternoon","Wednesday",3,"Desktop",3,7,1,1.16666878453264,14,1,0,25,2.25951129728035,1,0,0.0863636788516305,98.7336645717733,0.00580640406360291
2926,3,2.43134358825044,0,10,2,"Top Banner","Video","45-54","Female","Northeast","Afternoon","Tuesday",1,"Desktop",3,4,1,-1.4111906723755,5,1,41,7,0.814392624046482,0,1,0.0775945636047982,67.2039177501574,0.0107258509200413
4850,1,-2.07603285570836,1,98,3,"Side Banner","Text","35-44","Female","South","Evening","Tuesday",1,"Mobile",6,5,0,0.0533768243788133,5,0,179,18,1.08808221110722,0,1,0.0318598990538158,53.7549752742052,0
4267,2,4.17563689049887,1,100,2,"Top Banner","Text","45-54",NA,"Midwest","Afternoon","Tuesday",3,"Desktop",9,5,1,-0.167150575166658,6,0,115,28,-1.87783117590098,1,0,0.0594184248079546,70.4191430006176,0
4583,0,7.72665563412347,1,7,5,"Top Banner","Image","25-34","Male",NA,"Evening","Tuesday",5,"Mobile",5,3,1,1.02162106402561,3,0,29,10,1.92751838220922,0,1,0.057760935453698,87.4811552814208,0.00390733212144395
8475,2,-0.246861300951846,0,11,1,"Side Banner","Image","25-34","Female",NA,"Night","Monday",2,"Mobile",3,11,0,-1.83702920257464,4,0,43,7,-1.3905423303674,0,1,0.0634833161113784,92.6550246425904,0.00208868863760218
2053,4,1.66523466287549,1,90,4,"Top Banner","Text","45-54","Female","West","Afternoon","Wednesday",2,"Mobile",9,1,1,-2.31819998383844,7,1,35,13,3.2141282896974,0,0,0.0303293158626184,56.2025859137066,0
4288,6,-2.93114739514738,1,89,1,"Top Banner","Text","65-74","Female","South","Afternoon","Wednesday",3,"Desktop",7,1,0,-1.16469632113312,15,1,16,31,1.26337799543665,0,1,0.0820090934890322,98.6057589179836,0
3483,2,-2.79797809226552,0,81,1,"In-Content","Text","65-74","Male","Midwest","Morning","Wednesday",0,"Mobile",4,6,1,1.01824058192117,5,0,22,0,1.09739047547869,1,1,0.0704903593217023,50.0401308643632,0
3478,3,-5.36263377443598,0,5,1,"Side Banner","Image","18-24","Female","West","Afternoon","Monday",1,"Mobile",5,2,0,-4.05651652887197,4,0,45,10,0.150054935410742,0,0,0.0979925418598577,68.7923340708949,0.0179208119786462
4561,4,0.0327607574876447,0,81,7,"In-Content","Text","35-44","Female","West","Evening","Saturday",1,"Mobile",10,3,1,-0.437685960410121,11,1,158,20,2.72250383066463,1,0,0.0765508512011729,57.681562169455,0.0148271542882036
8665,4,2.29805990509799,0,92,7,"Top Banner","Text",NA,"Female","West","Morning","Thursday",3,"Desktop",5,2,0,1.19579755232309,9,1,5,9,-1.81917358664445,0,1,0.023348100061994,92.726818821393,0
4011,6,3.74418205993345,0,87,4,"In-Content","Text","45-54","Male","Midwest","Afternoon","Friday",1,"Desktop",9,2,1,-4.07607849681043,14,1,154,17,-2.27948326094118,1,1,0.0474336315947585,52.8072241228074,0
2295,7,5.57530378818351,0,94,3,"Top Banner","Text",NA,"Male","West","Evening","Thursday",2,"Mobile",2,1,0,-1.7267998576276,11,0,97,25,-0.104770466142105,1,1,0.0153238700912334,69.0207285340875,0
4153,2,3.43498751715424,1,84,4,"In-Content","Text","35-44","Female","Midwest","Morning","Wednesday",5,"Mobile",8,3,1,0.167538398403128,15,0,49,18,-1.07508524109718,0,1,0.087429930109065,98.5368743888102,0.010932832628596
2293,6,-3.42714529884142,0,98,1,"Top Banner","Text","25-34","Female","Northeast","Afternoon","Sunday",1,"Mobile",4,6,0,0.333380994898425,7,1,144,17,0.423444639642659,1,0,0.032891047319863,57.5627945596352,0
1196,2,7.07620499675316,1,91,2,"Side Banner","Text","75-84","Female","West","Evening","Thursday",5,"Mobile",9,5,1,-1.3966522868269,14,1,32,31,-2.39845103942984,0,1,0.0355490290932357,88.6979700066149,0
9308,NA,NA,NA,88,NA,"In-Content","Text","25-34","Male",NA,"Evening","Thursday",NA,"Mobile",10,NA,1,-1.04509670197833,7,0,101,13,-1.04961690580121,1,1,0.0786040211608633,67.9721217951737,0
6095,3,-0.0758629981992751,1,83,1,"Top Banner","Text","25-34","Male","West","Afternoon","Sunday",7,"Mobile",9,2,0,-1.70728173086513,12,0,64,28,0.277353079326185,1,0,0.0128247035690583,93.6098954174668,0
6365,NA,NA,NA,NA,NA,"Top Banner","Text","18-24","Female","South","Morning","Thursday",NA,"Mobile",4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0143521094934298
2754,4,6.51288133133992,0,97,9,"In-Content","Text","18-24","Male","West","Afternoon","Wednesday",2,"Desktop",10,10,0,2.54687771610915,9,0,104,6,1.95950617770349,1,1,0.0295164453890175,64.9216245044954,0
9513,3,1.43732709641817,0,82,1,"Top Banner","Text","25-34","Male","Midwest","Morning","Tuesday",1,"Mobile",10,4,0,-0.624369293687055,9,0,64,18,0.642255120830512,0,0,0.0782022788887844,65.3376906644553,0
6189,2,-0.1725040025925,0,83,2,"In-Content","Text","18-24","Female",NA,"Night","Friday",2,"Desktop",5,9,0,0.605594070288172,5,0,13,16,4.79643353156716,0,0,0.0396557670482434,75.1263511949219,0
7620,6,6.05558278675322,1,84,0,"In-Content","Text","35-44","Female","South","Evening","Tuesday",0,"Mobile",4,2,1,1.02708323237239,13,1,114,19,-0.160760169911227,0,1,0.0906699211476371,69.0312345395796,0
2716,4,-2.80571732264028,0,82,4,"Side Banner","Text","45-54","Male","West","Night","Wednesday",3,"Mobile",10,3,0,-2.16999354472527,5,0,122,16,2.62350128320553,1,1,0.0514420896396041,56.877713650465,0
7459,1,0.274688228214587,1,89,3,"Side Banner","Text","18-24","Other","Midwest","Afternoon","Thursday",5,"Mobile",6,3,1,2.49054504226408,12,0,175,30,-0.224564681015984,1,0,0.0887474124017172,93.6973029747605,0
1880,2,-0.508508806179248,0,17,1,"Side Banner","Image","25-34","Female","Northeast","Afternoon","Friday",3,"Mobile",7,3,0,-0.933341104116947,5,0,21,5,3.3945025007527,0,0,0.0758110577426851,73.3288835850544,0
1614,2,3.54875076250967,0,97,7,"Top Banner","Text","25-34","Female","Midwest","Evening","Wednesday",1,"Mobile",8,7,1,-0.330662532939806,5,1,39,6,0.783983547794085,1,1,0.0363263300596736,53.8102818303742,0
3080,4,6.65380872388111,0,80,1,"In-Content","Text","25-34","Male","Northeast","Evening","Wednesday",2,"Desktop",9,2,0,0.89454369179105,14,1,63,1,2.18276565259474,1,0,0.0171380069479346,70.8672980195843,0
5871,4,-1.3617557875679,1,16,2,"In-Content","Image","75-84","Female","West","Night","Monday",1,"Mobile",5,16,1,2.66110121305328,3,1,12,3,0.913271203926507,1,1,0.0486053825775161,90.2227070881054,0.00101757967142706
4191,2,9.00816042784847,1,NA,2,"Side Banner","Text","35-44","Male","Midwest","Afternoon","Friday",2,"Desktop",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3645,3,3.47684594728354,0,79,3,"In-Content","Text","45-54","Male","Northeast","Night","Tuesday",3,"Mobile",5,9,1,2.2009007998966,6,0,186,12,-2.2470114084059,0,1,0.0215699563338421,80.240867077373,0
5804,9,3.69254545053188,0,96,3,"Side Banner","Text","45-54","Female","Northeast","Evening","Thursday",2,"Mobile",2,9,1,-0.373878959931861,10,1,95,25,-0.365260486260373,1,0,0.0494627106026746,59.9922397057526,0
3650,5,-0.259707980453237,0,93,0,"Top Banner","Text","25-34","Male","Northeast","Afternoon","Sunday",5,"Mobile",6,0,1,0.534046595970782,8,1,57,7,0.219336587783843,1,1,0.078808387236204,58.5041623562574,0
8718,5,5.2739083609724,1,NA,11,"Top Banner","Text","25-34","Male","Midwest","Night","Wednesday",2,"Mobile",5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1677,4,6.87784353423554,0,99,1,"In-Content","Text","25-34","Male","Northeast","Afternoon","Sunday",8,"Mobile",2,1,1,0.755526261410183,14,0,108,6,-1.6655307952508,0,0,0.0898771836073138,52.9817107133567,0
4563,4,7.84106434301028,0,79,2,"Side Banner","Text","18-24","Female","South","Afternoon","Friday",6,"Mobile",3,1,1,0.895446466083618,11,1,64,33,-0.789247842855906,0,1,0.0419864873867482,63.6646379600279,0
3089,3,-3.6566085228939,0,95,8,"Side Banner","Text","25-34","Female","Northeast","Afternoon","Tuesday",15,"Mobile",7,4,1,-0.776942545230451,8,1,45,18,0.824715793465433,0,1,0.0609941335464828,71.5997421997599,0
7751,3,-2.70408665594502,1,82,2,"Top Banner","Text","35-44","Male","West","Afternoon","Saturday",5,"Mobile",7,9,1,-0.0887604204910728,13,0,30,9,0.313347553866515,0,1,0.0566945997904986,67.746968800202,0
5438,2,7.47778234861958,0,86,5,"Top Banner","Text","25-34","Male","West","Morning","Saturday",1,"Desktop",2,4,1,1.59801205115357,7,1,166,35,1.48876765843662,0,1,0.0595770607283339,57.2756774025038,0
8048,3,5.66547079633339,0,96,2,"In-Content","Text","25-34","Male","Midwest","Morning","Monday",11,"Mobile",1,5,0,4.25544598371982,10,0,56,15,0.784909042499115,1,1,0.0831922581302933,69.2545607103966,0
1180,2,8.83951721345479,0,97,5,"Side Banner","Text","35-44","Female",NA,"Morning","Thursday",2,"Mobile",9,3,1,-1.54980473307973,10,1,144,27,1.37135954463035,1,1,0.0773737573064864,58.4285100223497,0
6701,1,9.06883418481456,0,87,2,"Top Banner","Text","45-54","Female","Northeast","Afternoon","Thursday",3,"Tablet",9,1,1,2.57115603761501,10,1,34,28,-4.16490971510064,0,1,0.0920926312357187,65.1067301165313,0
4031,3,4.38068853190932,1,76,2,"Side Banner","Text","18-24","Male","Midwest","Evening","Tuesday",4,"Desktop",6,3,1,1.55386394114575,7,0,120,18,-0.0991791069409278,1,1,0.0482865406386554,53.8946123793721,0.00187675231278208
8819,3,3.41860991636265,0,83,5,"In-Content","Text","45-54","Male","South","Morning","Tuesday",1,"Mobile",8,2,1,3.23318662094077,12,0,26,9,4.12370691700967,1,0,0.0765101708704606,69.3437342881225,0.0113336431028503
4736,4,-3.54581631087071,0,70,6,"Top Banner","Text","18-24","Female","Northeast","Night","Thursday",7,"Mobile",1,5,0,1.05151215720567,15,1,101,14,-0.776297919410634,1,0,0.0511222907179035,82.1090021403506,0
6690,1,3.45928360502885,0,75,3,"Side Banner","Text","25-34","Female","West","Afternoon","Monday",1,"Mobile",9,9,1,-2.91338288627001,14,1,192,21,3.62688512022485,1,1,0.0312142080068588,80.2726933383383,0
5666,3,-1.51377749067381,1,96,2,"In-Content","Text","25-34","Male","West","Evening","Thursday",2,"Mobile",6,2,0,-0.645211657818484,9,1,181,30,-0.893209894615044,0,1,0.0784374830755405,89.3588024075143,0
5231,1,4.74452901155855,0,9,3,"In-Content","Image","35-44","Male","West","Afternoon","Monday",4,"Desktop",5,6,1,5.3714909467669,3,0,3,10,-2.17625118362132,1,1,0.017318331671413,79.3416509404778,0
5961,2,5.71925881754228,0,83,5,"In-Content","Text","25-34","Male",NA,"Afternoon","Friday",1,"Desktop",1,3,1,-1.29344975329588,11,0,53,18,0.180640410360465,0,1,0.0685447135264985,53.5032124025747,0
3042,6,2.20429298502281,0,100,2,"In-Content","Text","18-24","Female","South","Afternoon","Tuesday",2,"Mobile",5,3,0,-1.037575765279,5,0,196,40,0.0337612549588805,1,1,0.0959068192704581,71.4885053923354,0
6162,0,-1.63007164709038,0,97,4,"In-Content","Text","45-54","Female","South","Afternoon","Sunday",5,"Desktop",9,1,0,-0.807824955580643,10,0,173,8,-3.63037773842675,0,0,0.0477800698811188,70.3644844819792,0
2122,1,-0.211738156646194,0,20,4,"Top Banner","Image","45-54","Female","South","Morning","Friday",6,"Mobile",6,2,0,0.380387225089763,4,1,12,2,1.48932898061423,0,0,0.0626235613785684,53.4200658323243,0
9569,3,1.29768259333449,1,97,12,"Side Banner","Text","35-44","Female","Northeast","Afternoon","Saturday",7,"Desktop",4,1,1,-1.27786485593794,12,0,74,27,-2.27496045009854,1,1,0.0899001813493669,97.7550093084574,0
7549,4,2.7570346616157,1,75,4,"Side Banner","Text","18-24","Female","South","Morning","Monday",4,"Desktop",5,10,0,0.350165526060869,11,0,80,24,-1.94391505093186,0,0,0.0353981576231308,65.7797098509036,0.0130601280106285
5797,1,3.80390923321537,0,92,8,"In-Content","Text","25-34","Female","South","Morning","Monday",5,"Mobile",10,3,1,-0.885604498253978,14,0,169,26,4.08177517328996,1,1,0.0493274273350835,75.9779299376532,0
9060,3,-0.401536667527789,0,89,2,"Top Banner","Text","35-44","Male","South","Morning","Monday",8,"Mobile",2,5,1,-1.37951010763698,6,0,33,12,0.291239751588693,1,1,0.0232445253035985,73.2679044711404,0
4302,1,1.81797552187691,1,81,4,"Side Banner","Text","25-34","Female",NA,"Night","Thursday",3,"Desktop",9,4,0,0.413136063248142,14,0,92,21,-1.31678190710379,1,1,0.0851776425703429,68.5113919898868,0
8390,2,-0.715248207291221,1,97,1,"In-Content","Text","25-34","Male","West","Afternoon","Tuesday",6,"Mobile",10,7,0,1.10816382522025,15,0,5,29,-1.3956337002856,1,1,0.0316780292312615,98.1365950312465,0
5624,2,-3.19383100087555,1,72,6,"In-Content","Text","35-44","Male","West","Morning","Friday",3,"Mobile",8,2,0,-3.0607793062083,15,1,181,29,-1.69294476808121,0,0,0.0324148360500112,91.166519455146,0
9369,3,3.06825796664889,0,90,2,"Top Banner","Text","18-24","Female","South","Afternoon","Monday",2,"Mobile",7,3,1,-1.45633820980284,9,1,6,22,1.61633202521877,0,1,0.0863901117700152,78.4398025250994,0
9602,3,6.26057759445403,1,90,3,"In-Content","Text","35-44","Male","Northeast","Evening","Monday",0,"Mobile",6,3,0,0.498868296653557,10,0,123,14,0.0129476265888834,0,1,0.0464047404914163,98.0732955620624,0
